"placename","othername","designator","location","remarks","infosource","RandID"
"Beldor Ridge Trail","   -","Road","A foot & horse trail in Shenandoah National Park, extending SW-NE about 3.7 mi. on a ridge NW of Beldor. Center near 38 21 40N, 78 37 05W. GNIS coordinate 38 22 07N, 78 36 32W. Trail ends at US Rt. 33, about 2.7 mi SW of Huckleberry Mountain.","Ridge is unnamed on U.S.G.S. quad maps.","HRHS Archives # 86 Whitmer","166646527517"
"Beldor School","   -","School","On Old Powells Gap Road. About 3.3 mi W of Swift Run Gap.","   -","HRHS Archives # 86 Whitmer","462714520374"
"Bellfonte Mill","   -","Mill","Bellfont near Ottobine","   -","HRHS Mill Books","249959980463"
"Belton Post Office","   -","Post Office","   -","   -","Other Sources","483004352901"
"Bennets Run","Overly Run","Stream","Rises about 4.7 mi N of Criders, near 38 49 09N, 79 00 59W, flows SE about 5.9 mi into Crab Run near 38 46 21N, 78 57 00W, about .5 mi NW of Bergton.","Named 'Bennett Run' on 7.5' maps. See Milam A., Bgtn A. 7.5' maps show this as 'Overly Run' until it joins 'Bennett Run, and then as 'Bennett Run' until it joins 'Crab Run'.","HRHS Archives # 86 Whitmer","905409877176"
"Bennett Run","Overly Run","Stream","Rises about 3.3 mi NW of Criders, near 38 46 54N, 79 03 15W, flows E about 6.6 mi into Crab Run near 38 46 21N, 78 57 00W, about.5 mi NW of Bergton.","Named 'Bennets Run' on Show G, p.20. Show G has 'Bennets Run' as 'Overly Run' and only that part of 'Bennet Run' from confluence of Overly & Bennett Runs to Crab Run.","HRHS Archives # 86 Whitmer","515721461309"
"Bennett Run School","   -","School","SR 824 about 1.6 mi N of Criders.","   -","HRHS Archives # 86 Whitmer","846261813284"
"Bennett's Rd.","   -","Road","West Plains","P. 26","1885 Lakes Atlas Revised 2013","598341575012"
"Bennetts Road","   -","Road","A road extending generally E-W along Bennett Run. Begins at intersection of SR 823 & 865, about 1.7 mi WNW of Bergton, and ends at SR 824, probably about 1.5 mi N of Criders. Is now part of present day SR 865 and 824. Extends about 2 mi.","   -","HRHS Archives # 86 Whitmer","475646852793"
"Bergton","Dovesville, West Gap","Community","   -","   -","Other Sources","604537121851"
"Bergton","Dovesville, Dovesville Post Office","Community","At intersection of SR 820 and 826. About 12.5 mi NW of Broadway.","Named 'Bergton' and 'Dovesville' on Pit G, Gray H. Named 'Dovesville Post Office' on Lake G, p.6,34","HRHS Archives # 86 Whitmer","737233926345"
"Bergton","   -","Community","   -","   -","HRHS Archives # 86 Whitmer","146008435803"
"Bergton Gospel Center","   -","Church","On SR 259. About 1.7 mi E of Bergton.","   -","HRHS Archives # 86 Whitmer","865362104898"
"Bergton School","Doveville School","School","On SR 820 about 1.1 mi NNW of Bergton.","7.5' map shows different locatin for this feature. Probably named 'Doveville School' on Pit G","HRHS Archives # 86 Whitmer","426712361714"
"Bergton School","   -","School","On SR 826. About .8 mi SW of Bergton.","A different location for this feature on Show G, p.20","HRHS Archives # 86 Whitmer","816346340715"
"Berlin Mill","   -","Mill","Bridgewater","   -","HRHS Mill Books","132150014289"
"Berlington","   -","Community","At intersection of SR 1307 and 1308. About 1.8 mi NW of Mount Crawford (on SE border of Bridgewater).","   -","HRHS Archives # 86 Whitmer","940647808639"
"Berlington","   -","Community","East Ashby","P. 6","1885 Lakes Atlas Revised 2013","580890501048"
"Bernard Roller Farm Cemetery (#)","   -","Cemetery","Mt. Crawford, Rockingham County, Virginia. Located on west side of Route 11 (Valley Pike)."," # No longer exists, renamed, or moved.","HRHS Cemeteries Database 2013","234496982977"
"Berrytown","   -","Community","Elevation 1010'. At intersection of SR 754 & 630. About 4 mi E of McGaheysville.","BGN 1965","HRHS Archives # 86 Whitmer","591872165589"
"Bethany Church","Bethany School","Church","About 1.8 mi W of Melrose. At intersection of SR 720 & 765.","Show G, p.15 shows an unnamed church symbol at this place. Pit G shows named 'Bethany School'","HRHS Archives # 86 Whitmer","488818819702"
"Bethany Church","   -","Church","On SR 724. About 1.1 mi SE of Linville.","   -","HRHS Archives # 86 Whitmer","626822835866"
"Bethany Mennonite Church","   -","Church","Briery Branch, west of","Mennonite","HRHS Churches Database 2013","353249096789"
"Bethany School","Bethany Church","School","   -","Named 'Bethany Church' on 7.5' map. See H'bg A.","HRHS Archives # 86 Whitmer","317699501721"
"Bethany United Brethren Church","May also be known as Glasses Church","Church","Turleytown (Abandoned)","United Brethren","HRHS Churches Database 2013","391036372913"
"Bethel - Keezletown Church of the Brethren","   -","Church","Keezletown, north of","Church of the Brethren","HRHS Churches Database 2013","72371816377"
"Bethel African Methodist Episcopal Church (Colored","   -","Church","Harrisonburg, Kelly Street.","Methodist (African Methodist Episcopal)","HRHS Churches Database 2013","253784885921"
"Beth-el Cemetery","   -","Cemetery","Harrisonburg, Rockingham County, Virginia.  Located at corner of Wolfe Street and Old Furnace Road.","   -","HRHS Cemeteries Database 2013","103905031310"
"Bethel Chapel","   -","Church","At intersection of SR 657 & 708. About 3.8 mi SE of Cross Keys.","   -","HRHS Archives # 86 Whitmer","997438635966"
"Bethel Church","Old Dutch Church","Church","On SR 722. About 3 mi SE of Melrose.","Lake G, p.23 named 'Old Dutch Church.' Pit G & Lake G p.23 show on south side of SR 722.","HRHS Archives # 86 Whitmer","2235250432"
"Bethel Church","Tunis Creek Church","Church","On SR 610. About .3 mi S of Tunis.","Probably named 'Tunis Creek Church' on Pit G","HRHS Archives # 86 Whitmer","895378079253"
"Bethel Church","   -","Church","At intersection of SR 602 & 636. About 2.5 mi NW of Elkton","An unnamed church symbol is at this location on Show G, p.22","HRHS Archives # 86 Whitmer","771121715561"
"Bethel Church","   -","Church","On SR 619. About 2.4 mi SE of Broadway.","   -","HRHS Archives # 86 Whitmer","188948316725"
"Bethel Church of the Brethren","   -","Church","Broadway. East at Mayland","Church of the Brethren","HRHS Churches Database 2013","501727341788"
"Bethel Church of the Brethren Cemetery","   -","Cemetery","Mayland, Rockingham County, Virginia.  From downtown Harrisonburg take Route 11 North (north Main Street name changes into North Valley Pike). Go 11 miles and turn left on 259 West (Mayland Road). Go 2.3 miles to Route 619 (Phillips Store Road) and t","   -","HRHS Cemeteries Database 2013","736964261822"
"Bethel Church Road","   -","Road","A road extending generally NE-SW. Begins at Northern intersection of SR 620 & 722, about 3.4 N of Lairds Knob, ends at Southern intersection of SR 620 & 722, about 2.9 mi SE of Melrose. Is now present day SR 722. Extends about 3mi.","   -","HRHS Archives # 86 Whitmer","111168811352"
"Bethel Lutheran Church","(See also, Phanuel?s Lutheran Church)","Church","Brock?s Gap","Lutheran","HRHS Churches Database 2013","813376771801"
"Bethel Mennonite Church","   -","Church","Brocks Gap, north of","Mennonite","HRHS Churches Database 2013","296717418057"
"Bethel Mennonite Church Cemetery","   -","Cemetery","Brocks Gap/Runion Creek area,  Rockingham County, Virginia. From Harrisonburg, Virginia, take Route 42 North to Broadway. In Broadway turn left on Route 259 (Brocks Gap Road). Go to Route 610 (Runions Creek Road) and turn right. Go about 4 miles and","   -","HRHS Cemeteries Database 2013","827637114072"
"Bethel United Church of Christ","   -","Church","Elkton. NW 2.25 miles at East Point","United Church of Christ","HRHS Churches Database 2013","485871239757"
"Bethesda Mennonite Church Cemetery","   -","Cemetery","Broadway area, Rockingham County, Virginia. From Court Square in Harrisonburg, Virginia take Route 42 North (Harpine Highway) 12.1 miles to Broadway. In Broadway turn left onto Route 259 (Brocks Gap Road) and go 3.3 miles to Route 613 (North Mountain","   -","HRHS Cemeteries Database 2013","527823489172"
"Bethlehem Brethren Church","   -","Church","Harrisonburg. Pleasant View Rd.","Brethren","HRHS Churches Database 2013","628731408548"
"Bethlehem Christian Church","(See also: Bethlehem United Church of Christ)","Church","Tenth Legion","Christian","HRHS Churches Database 2013","143066456612"
"Bethlehem Church","Pleasant Hill Church","Church","   -","Probably named 'Pleasant Hill Church' on 7.5' map. See B'water A.","HRHS Archives # 86 Whitmer","228357402121"
"Bethlehem Church","   -","Church","At Tenth Legion. Near intersection of US Rt. 11 and SR 798.","   -","HRHS Archives # 86 Whitmer","241437230917"
"Bethlehem United Church of Christ","Refer to: Bethlehem Christian Church","Church","Tenth Legion","United Church of Christ","HRHS Churches Database 2013","578866060164"
"Bethlehem United Church of Christ Cemetery","   -","Cemetery","Tenth Legion, Rockingham County, Virginia.  From Court Square in Harrisonburg, take Route 11 north (No. Valley Pike) & go 12.2 miles.  Cemetery is on left side of road.  Bethlehem stone building (old church?) 1/10th further north on same side of road","   -","HRHS Cemeteries Database 2013","854490522416"
"Betting House (R.S.)","   -","Business","Rawley Springs","P. 27","1885 Lakes Atlas Revised 2013","724053928568"
"Betts Road","   -","Road","A road extending generally ESE-WNW. Begins at intersection of SR 704 & 925, about.9 mi W of Keezletown, ends at northern interesection of US Rt. 33 and SR 704, about 2 mi WNW of Keezletown. Is now portion of present day SR 704. Extends about 1.2 mi.","   -","HRHS Archives # 86 Whitmer","587243336277"
"Beulah Church","Bulah Church","Church","On SR 716. About 2.3 mi NE of Keezletown.","Named 'Bulah Church' on Show G, p.11. Unnamed church symbol on Pit G.","HRHS Archives # 86 Whitmer","127778092676"
"Beulah Church","   -","Church","Keezletown, north","United Church of Christ","HRHS Churches Database 2013","527775485126"
"Bible Cemetery","   -","Cemetery","Fulks Run area, Rockingham County, Virginia.  From Fulks Run Grocery, go west on Hwy 259 for 1 mile.  Turn left at Valleyland store onto Route 818 (Little Dry River Road).  Go a few miles and turn left onto Route 631 (Dull Hunt Road).  About 1 mile y","   -","HRHS Cemeteries Database 2013","225143847976"
"Bible Run","   -","Stream","Rises about .3 mi NNE of Bald Knob, near 38 35 34N, 79 03 29W, flows NE about 6.7 mi into Little Dry River, near 38 39 07N, 78 59 32W, about 4.6 mi W of Fulks Run.","   -","HRHS Archives # 86 Whitmer","241958512624"
"Bible Way Church of God in Christ Cemetery (*)","   -","Cemetery","Runkles Gap, Rockingham County, Virginia. From Harrisonburg, take Route 33 East to Route 602 and turn left, then left on Runkles Gap Road, turn right at the Bible Way Church of God in Christ.","* Negro","HRHS Cemeteries Database 2013","739441555460"
"Bibler Family Cemetery","   -","Cemetery","Harrisonburg, Rockingham County, Virginia.  From downtown Harrisonburg, take Route 42 South (South High Street).  Cross over South Street, go a short distance and on the right side of the road is the Discount Furniture, which was Virginia Craftsman F","   -","HRHS Cemeteries Database 2013","177880273304"
"Bickel & Harmans Ad","   -","Business","Harrisonburg","P. 17","1885 Lakes Atlas Revised 2013","101031676503"
"Biedler School","Massanutten School Number 4","School","On SR 620. About 1.8 mi ESE of Tenth Legion.","Pit G shows Biedler School on SR 620 about 2 mi E of Tenth Legion, near 38 34 41N 78 41 44W. Show G location named 'Massanutten School Number 4' on Lake G, p.31","HRHS Archives # 86 Whitmer","619642695117"
"Big Bear Hollow","   -","Valley","Runs WNW to ESE. Extends about 1 mi. Hollow is drained by Little Dry River & ends near 38 38 52N, 79 03 28W. Hollow Begins near 38 39 18N, 79 04 21W. Center about 3.2 mi SSE of Cow Knob.","   -","HRHS Archives # 86 Whitmer","247093118759"
"Big Flat Mountain","   -","Mountain","Elevation 3389'. On Blue Ridge about 2.2 mi ENE of Browns Gap.","BGN 1933","HRHS Archives # 86 Whitmer","67859408750"
"Big Hollow Trail","   -","Road","A foot trail in George Washington National Forest, extending W-E about 1.3 mi on a ridge near Hone Quarry recreation area. Center near 38 27 58N, 79 08 44W.","   -","HRHS Archives # 86 Whitmer","513403996207"
"Big Laurel Run","Miller Spring Run, Dry River","Stream","On these maps the name applies to all of Miller Sprng Run & that part of Dry River from its beginning to Dry River's confluence with Low Place Run (or perhaps as far as its confluence with Skidmore Fork or Dry Run).","Named 'Miller Spring Run' & 'Dry River' on 7.5' maps, see Raw Sprgs A, Brndwn A","HRHS Archives # 86 Whitmer","977935047236"
"Big Run","   -","Stream","Rises about 2.7 mi S of Rocky Top, near 38 15 00N, 78 42 30W, flows N about 7.4 mi into South Fork Shenandoah River near 38 20 14N, 78 43 18W, about 2.4 mi S of McGaheysville.","BGN 1933","HRHS Archives # 86 Whitmer","129908476105"
"Big Run","   -","Stream","Stonewall","P. 31","1885 Lakes Atlas Revised 2013","13351334793"
"Big Run Overlook","   -","Road","Elevations 2860'. On Skyline Drive. About 3 mi SE of Rocky Top.","   -","HRHS Archives # 86 Whitmer","983451298683"
"Big Run Shelter","   -","Structure","A shelter for campers in Shenandoah National Park, about 2.2 mi SSE of Rocky Top.","   -","HRHS Archives # 86 Whitmer","361870716691"
"Big Run Trail","   -","Road","A foot trail in Shenandoah National Park extending W & then S about 3.5 mi. Begins on Skyline Drive at Big Run Overlook, goes to Big Run Shelter & ends on Madison Run Road about .5 mi NNw of Browns Gap. Midpoint near 38 15 22N, 78 42 18W.","   -","HRHS Archives # 86 Whitmer","743200013333"
"Big Spring","Lacey Springs","Spring","   -","Early name for Lacey Springs, feeds Smith Creek.","Other Sources","308529760247"
"Big Ugly Run","   -","Stream","Rises about 1.7 mi NE of Huckleberry Mountain, near 38 24 58N, 78 31 41W, flows NW about 1.3 mi into South Branch Naked Creek near 38 25 33N, 78 32 35W, about 1.7 mi NNE of Huckleberry Mountain.","   -","HRHS Archives # 86 Whitmer","187015263412"
"Big Ugly Run Trail","   -","Road","A foot trail in Shenandoah National Park extending NNW-SSE about 1.4 mi. Trail follows Big Ugly Run. Begins at intersection of SR 606 & 607. Ends at SR 625. Midpoint near 38 25 12N, 78 32 19W.","   -","HRHS Archives # 86 Whitmer","965384366640"
"Billheimer Cemetery","   -","Cemetery","Northeast of Timberville, Rockingham County, Virginia.  On Route 616 (Ridge Road).","   -","HRHS Cemeteries Database 2013","813647975986"
"Bird Knob","Byrds Knob","Mountain","Elevation 2684'. On Massanutten Mntn, about 1.7 mi ENE of Endless Caverns. On the border between Rok & Page Counties","Named 'Byrds Knob' on Show G, p.19","HRHS Archives # 86 Whitmer","756061249109"
"Black Creek","Blacks Run","Stream","   -","Named 'Blacks Run' on 7.5' maps. See H'bg A, B'water A, Mt Sid A","HRHS Archives # 86 Whitmer","657759289187"
"Black Lick Mountain","   -","Mountain","Elevation about 3400'. Extends NE-SW about 2 mi from E side of Shenandoah Mountain. Center about 1.5 mi E of Cow Knob.","   -","HRHS Archives # 86 Whitmer","388208583517"
"Black Lick Run","   -","Stream","Rises about 6.3 mi NW of Singers Glen, near 38 36 57N, 78 59 50W, flows ESE about 1.5 mi into Slate Lick Branch near 38 36 39N, 78 58 24W, about 5.2 mi NW of Singers Glen","   -","HRHS Archives # 86 Whitmer","160251103541"
"Black Rock","   -","Mountain","Elevation about 3120'. About 2.1 mi SW of Browns Gap.","BGN 1933","HRHS Archives # 86 Whitmer","393158947412"
"Black Rock Gap","   -","Gap","An air gap in the Blue Ridge about 3.2 mi SW of Browns Gap. Elevation 2321'. Restricted National Park roads descend from either side of the gap down the ridge. Neither road is in Rockingham County.","BGN 1933","HRHS Archives # 86 Whitmer","126468062091"
